tsouth89.omcp	https://github.com/btsouth/omarchy-omcp	1	0fbbf33e53d8b1cebfff4d4a91d6800c462875e1
tsouth89.resurrect	https://github.com/btsouth/omarchy-resurrect	1	0fd2e708504eddcee3f158dfcdf92dc621c252bb
